Unnamed: 0,date,user,id,retweet_count,like_count,tweet_location,tweet_content,Airline,airline_sentiment,airline_sentiment_confidence,latitude,longitude,Predicted_Sentiment,Sentiment_Confidence,Sentiment_Method
437,2020-07-28 22:00:37+00:00,2witter_ing,1.28823e+18,1,1,earth,@vandana32912167 @UdayKum74188605 @akmb19262821 @airindiain @HardeepSPuri @airindian Same here. Have all the money stuck in vouchers in MMT that cannot be used in #VBM. Give refund back fast so that we can buy new flight tickets.. we cannot spend all of our life savings in buying #AirIndia tickets.,airindia,positive,1.0,16.7,74.2333,Negative,0.4943342566490173,ensemble
5583,2020-06-17 13:55:42+00:00,indiatvnews,1.27325e+18,3,25,India,"Vistara in talks with US aircraft maker Boeing to defer deliveries of 787-900 Dreamliner planes

#Vistara #Dreamliner #Boeing 

https://t.co/mFhPrAB833",vistara,neutral,1.0,27.8804,79.905,Neutral,0.5054273843765259,ensemble
5503,2020-06-18 07:17:53+00:00,vivek_m16,1.27352e+18,0,0,Chennai,"The customer executive either say the same thing again and again or disconnects the calls or divert it to the feedback call. This is really frustrating. will you guys help me with rescheduling or not? If you guys cant help your customer, please refund back my money #airindia",airindia,negative,0.3763,11.0,76.9667,Negative,0.6217618759155273,ensemble
1801,2020-07-17 16:51:44+00:00,travelobiz,1.28417e+18,2,4,India,"VBM: Air India New Flights From Delhi to Paris, Frankfurt

 #AirIndia #Delhi #Europe #Frankfurt #India #Paris #VandeBharatMission https://t.co/Jlgvd7Wl0y https://t.co/XqKSV2vNg3",airindia,negative,1.0,29.4708,77.7033,Neutral,0.5527892231941223,ensemble
3950,2020-06-30 13:16:31+00:00,iamvkc_,1.27795e+18,0,2,"New Delhi, India","@flyspicejet @ZeeNews @sudhirchaudhary If i have less amount then you canât book my ticket without paying full amount. If you canât manage some amount then why should i manage.
I want my money back in my original account.@ZeeNews @ZeeNews @PMOIndia @PMOIndia 
#BoycottSpicejet #SpiceJet #BoycottSpicejet",spicejet,positive,1.0,22.5411,88.3378,Negative,0.4372901916503906,ensemble
179,2020-07-30 13:37:57+00:00,chanchaldeyjsr,1.28883e+18,0,0,,"#AirIndia i had book ticket for 25th of march from kolkata to ranchi.
but unfortunately it was cancelled because of corona situation.
but till now i didn't get any cancellation main or message, if i send any mail i didn't get any proper responce.",airindia,neutral,0.6701,27.33,88.62,Negative,0.7155185121218364,ensemble
5737,2020-06-16 09:45:11+00:00,voxya_,1.27283e+18,0,0,India,"Credit card debited twice, complaint filed against @airindiain  
#AirIndia 
https://t.co/A43xaDefE6",airindia,neutral,1.0,21.0167,75.5667,Negative,0.4602037024497986,ensemble
6670,2020-06-10 02:24:36+00:00,balajir2910,1.27054e+18,0,2,Mumbai/Chennai,"Is @goairlinesindia at a bankruptcy risk ?

The deja vu feeling after #KingfisherAirlines and #JetAirways is palpable 

Aviation is a tough biz to be in and in these times it's compounded 

#GoAir

https://t.co/bmbP3kKoJS",jetairways,negative,1.0,14.4667,75.9167,Neutral,0.2996614873409271,ensemble
5513,2020-06-18 06:25:56+00:00,FauzanFazl,1.2735e+18,2,1,,@airwaysmagazine @qatarairways #Akbaralbaker Sir Please invest &amp; revive @JetAirways. You can move these ordered aircraft deliveries to #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways,jetairways,positive,1.0,16.7,74.2333,Neutral,0.343384051322937,ensemble
4641,2020-06-26 08:35:43+00:00,ranidesai22,1.27643e+18,1,2,Mumbai,"I am very happy to share my daughter's experience with #VandeBharatMission from Kyiv to Mumbai
Thankyou all for bringing her back home
@PMOIndia @DGCAIndia @MoCA_GoI @AAI_Official #AirIndia @MHAIndia @CMOMaharashtra @officeofUThackeray @TheLalitGroup https://t.co/vCYrUH10dA",airindia,negative,1.0,16.8244,75.7154,Positive,0.854870561313629,ensemble
4316,2020-06-29 03:45:57+00:00,KaushikSen19,1.27745e+18,0,1,,"Really disappointed by poor service @airindiain. Booked tickets in Feb on AI 263 &amp; AI 264 for 18 &amp; 21 June. No info on flight status &amp; refund till now. Customer care inaccessible, no response to mails. Pls. help. #AirIndia @MoCA_GoI @DGCAIndia @HardeepSPuri @PMOIndia",airindia,neutral,1.0,25.6667,94.1194,Negative,0.8011906830787658,ensemble
3542,2020-07-04 04:15:11+00:00,vinum19,1.27927e+18,0,0,,"#VandeBharatMissionphase4 #FlyAI #airindia 
It's been 5 days now ,  cash got deducted from my account. No response for emails and customer care don't know what to do .  Appreciate your response",airindia,neutral,0.7041,16.2104,77.355,Negative,0.37155239582061766,ensemble
6520,2020-06-10 22:08:51+00:00,bvishwnath,1.27084e+18,0,0,"Derby, England","@HardeepSPuri @airindiain
I have three tickets with air India booked in April 2020 and one unsuccessful transection ticket from London to Mumbai on 28 June in #VandeBharatMissionphase3 . I have made attempts to reach #airindia via email and got standard response. https://t.co/st8gIPZACA",airindia,negative,1.0,23.8504,78.75,Neutral,0.4422152996063232,ensemble
6064,2020-06-14 07:06:34+00:00,FauzanFazl,1.27206e+18,1,1,,"@ShadaabConfi @Rokhshad @seancouto @MSrideviPhoto @navdhad @awtaney @navdha @JetAirways also has 6 short haul #Boeing737 Aircrafts, Pilots &amp; Cabin Crew to do repatriation flights to Singapore, UAE &amp; other Gulf countries #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways",jetairways,positive,1.0,25.18,75.83,Neutral,0.48653368949890136,ensemble
1765,2020-07-18 03:53:01+00:00,katsocials,1.28434e+18,1,3,"Mumbai, India","I was on more than 29 calls yesterday w @airindiain customer service. They either hang up, pick up and disconnect or put me on hold for more than 20 mins and hung up. This is just from one phone. My and my sister have been calling them over a period of 3 days. #AirIndia https://t.co/EXjL2uqFs8",airindia,positive,1.0,12.8703,74.8806,Negative,0.43581730127334595,ensemble
2638,2020-07-12 13:38:42+00:00,AChidura,1.28231e+18,0,0,,"#AirIndia greatful to you,Thank you AI for providing VBM flight, which brought my family back after 4 months long wait.
Happy for family united ðð",airindia,negative,0.6899,18.5196,73.8553,Positive,0.8160389901161192,ensemble
2339,2020-07-15 12:08:22+00:00,BhaktPelan,1.28337e+18,2,0,,@HardeepSPuri  @airindiain @DGCAIndia @PMOIndia are you people drunk?!ð¤·ð»ââï¸ #airindia https://t.co/HzRI4dN74v,airindia,negative,1.0,26.468,74.639,Negative,0.3735678791999817,ensemble
4886,2020-06-23 14:56:35+00:00,shekhar_9797,1.27544e+18,0,0,,"@HardeepSPuri You think posting this will save you from the rage of NRIs ?

#SayNoToVBM
#HailUSA
#BanAirIndia
#SayNoToAirIndia
#NoAI #AirIndia 
#JusticeForNRI
#BanHardeepSingh

Thank you #USA for such a bold decision !

@etihad @emirates 
Don't allow Air India to land in #UAE",airindia,positive,0.6559,19.3316,79.4661,Neutral,0.358005166053772,ensemble
4716,2020-06-25 06:57:31+00:00,Vasanth48404091,1.27605e+18,0,0,,"@airindiain 
Please do reply for the customers those who are in heavy pain.. 
Days are nearing bank is knocking us for payment what to do. How many mails , tweets no reply from #AirIndia https://t.co/0Ee4u5Zoh9",airindia,negative,1.0,22.3,73.2,Negative,0.4711263385772705,ensemble
5719,2020-06-16 13:08:26+00:00,madhuho86,1.27288e+18,0,0,Bangalore,@CGIFrankfurt @airindiain @MEAIndia @IndianDiplomacy @eoiberlin #AirIndia Cancelled flight on 17th without any notification after we book the ticket and now we left with nothing. It is really very inconvenience caused by #AirIndia for ppl who are in bad conditions and Desperated to travel back home.pls Help us by arranging alternate flights,airindia,neutral,0.3389,23.6833,86.9667,Negative,0.6989079670906067,ensemble
6505,2020-06-11 02:57:24+00:00,Rajiv17157785,1.27091e+18,2,1,Mumbai - India ,@VisheshCC @GrantThorntonIN A humble request pls take this final call/ discussion for the revival of #Savejetairways very positively for god sake with the bidders as this is our last chance for #jetairways staff to have some hope!!! that it will revive. Rest is destiny God bless.,jetairways,negative,1.0,16.9333,82.2167,Positive,0.7660138862609863,ensemble
1543,2020-07-20 09:39:11+00:00,999_kp,1.28515e+18,0,0,,"Kindly Reply @airindiain 
#AirIndia #Covid_19",airindia,negative,1.0,19.3,73.0667,Neutral,0.5148821353912353,ensemble
2523,2020-07-13 13:38:47+00:00,Mithile97361435,1.28267e+18,3,4,,"#AirIndia @airindiain we students of Kyrgyzstan struggling for booking tickets of Air India, site is not even responding help us to book ticket we are trying from morning.... @Ashutos46650647 @DevnarayanDr @IndiaInKyrgyz",airindia,negative,1.0,23.6833,86.9667,Negative,0.644330870437622,ensemble
3718,2020-07-02 06:09:03+00:00,vjay_rtm,1.27857e+18,0,0,,@jetairways @IATA @GrantThorntonIN @HardeepSPuri Sir please look into this Jet Airways refund issues. It's already 1 year gone and there is no update or hope on refund. Need a quick resolution about this issue. #jetairways #givetherefund @MoCA_GoI https://t.co/OQu2AEy9Zi,jetairways,negative,1.0,16.7,74.47,Negative,0.4501010255813599,ensemble
1079,2020-07-23 15:47:58+00:00,MirrorNow,1.28633e+18,1,2,India,"#AirIndia (@airindiain) issues a statement.; says as operations reach pre-COVID levels &amp; financial position improves, rationalisation allowances will be reviewed https://t.co/rHBnVqzQs9",airindia,positive,0.7,17.9229,77.5175,Neutral,0.4043102145195007,ensemble
1876,2020-07-17 06:18:24+00:00,ZoomStocks,1.28401e+18,0,0,"New Delhi, India",#India Stocks #à¤­à¤¾à¤°à¤¤à¥à¤¯à¤¶à¥à¤¯à¤°à¥à¤¸: Realty #Omaxe -4.9%. Auto parts #Bosch +4.3%. Financial svc #Edelweiss +4.8%. Pharma #Caplin +3.7%. Metal #HindCopper +6.3%. Cable #Hathway +3.6%. Bank #IOB +2.9%. Airline #SpiceJet -1.4%. Paint #Shalimar +2.6%. Defense $HAL +5.4%. #MMTC +6%. https://t.co/pj7GBFXR5V,spicejet,negative,1.0,10.5626,72.6369,Neutral,0.4986398220062256,ensemble
3539,2020-07-04 05:22:22+00:00,MaharshiPunith,1.27928e+18,0,0,,"@bsindia @surajeetatbs Keep govt owned companies like BSNL, #airindia alive. 

Can't compromise on sovereignty in the name of privatization.",airindia,neutral,0.6862,24.82,93.95,Neutral,0.3575823211669922,ensemble
101,2020-07-31 05:38:37+00:00,resse_kyle,1.28907e+18,0,0,"New Delhi, India",AAI cracks whip on @flyspicejet and puts airline on 'cash and carry' mode after it posted a huge #QuarterlyLoss of 807Cr. #Spicejet #IndianAviation #aviationdaily. The airline would have to pay daily expenses to @AAI_Official to keep BAU roster. https://t.co/xF4MpKP2X3,spicejet,negative,1.0,16.8667,74.5667,Neutral,0.29563121795654296,ensemble
5746,2020-06-16 08:12:12+00:00,the_news_21,1.2728e+18,0,1,"Mumbai, India","Air India flight to bring 168 Indians from Maldives to Trivandrum, Bengaluru https://t.co/c3myBuyoHe #AirIndia #VandeBharatMission #Indians #Maldives #Trivandrum #Bengaluru #AirIndiaFlight #Delhi #SamudraSetuProgram #INS_Jalashwa #INS_Magar #IndianHighCommission #CoronaCrisis",airindia,positive,0.6509,27.6119,75.1397,Neutral,0.5369953393936157,ensemble
3653,2020-07-03 01:48:38+00:00,proudkeralite1,1.27887e+18,0,0,"Chicago, IL",Boycott #airindia https://t.co/qtgbcnEcIg,airindia,negative,1.0,20.9333,77.75,Negative,0.5369476397514343,ensemble
4267,2020-06-29 08:56:12+00:00,FauzanFazl,1.27753e+18,1,1,,@Realty_Et @jetairways2020 @JetAirways has the capacity &amp; capability to do repatriation flights. Apart from #AirIndia only Jet Airways has long haul aircrafts #Boeing777 #Airbus330 Pilots &amp; CabinCrew to assist with these repatriation flights #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways,airindia,negative,0.6581,27.8804,79.905,Neutral,0.3540795421600341,ensemble
1599,2020-07-19 19:04:13+00:00,TravelVte,1.28493e+18,0,0,Mumbai,"Evacuation Flights from India to USA, Canada, Singapore, UAE, Germany ,UK &amp; Netherlands

Do contact us for more details +91 9004222290 

#vandebharatmission #vandanatravelexperts #vtedmc #airindia #airindiaexpressâ¦ https://t.co/xtXLuK9EyI",airindia,neutral,1.0,20.9,74.7833,Neutral,0.5474298119544982,ensemble
2873,2020-07-10 04:32:43+00:00,DainikH,1.28145e+18,0,0,Haridwar (UK)/Saharanpur (UP),Interups Inc says it is a serious contender for Air India #InterupsInc #AirIndia https://t.co/QhmwIiRE9W,airindia,negative,0.6531,26.1667,91.7667,Neutral,0.34280029535293577,ensemble
4140,2020-06-29 15:48:23+00:00,FauzanFazl,1.27763e+18,4,3,,@JasonUnsworthAA @jetairways2020 @JetAirways has the capacity &amp; capability to do repatriation flights. Apart from #AirIndia only Jet Airways has long haul aircrafts #Boeing777 #Airbus330 Pilots &amp; CabinCrew to assist with these repatriation flights #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways,airindia,negative,1.0,13.0825,80.275,Neutral,0.3540795421600341,ensemble
2199,2020-07-15 15:58:24+00:00,LiveFromALounge,1.28343e+18,2,3,instagram.com/livefromalounge,Air India won't fire employees but send them on Leave Without Pay up to 5 years! : https://t.co/kbnzatoPsX #AirIndia #CoVid19 by Ajay https://t.co/maOqcYBLZz,airindia,negative,1.0,27.8804,79.905,Neutral,0.4290565252304077,ensemble
5790,2020-06-15 20:42:23+00:00,Muhamma39623448,1.27263e+18,0,1,faizabad india,"it's a good decision for us. when it will start ? still we will get call form Indian consulate in dubai for ticket booking please reply...

#hardeepsinghpuri
#Dgca
#airindia
#Pmoindia https://t.co/Admppi98Aj",airindia,neutral,1.0,24.16,80.83,Positive,0.7999185381889342,ensemble
4618,2020-06-26 12:17:05+00:00,Dr_ajay_vs,1.27649e+18,0,0,India,"@htTweets Thanks to ease of business  and political will, new businesses struggle to emerge.
Existing  businesses like #jetairways were not helped to survive.",jetairways,neutral,0.6832,27.6119,75.1397,Negative,0.28161699771881105,ensemble
2615,2020-07-12 16:45:25+00:00,shadab7377,1.28236e+18,0,0, lynchistan india,"#india #Jio  #Airtel shameful #JioPlatforms #AirIndia #airtelthanks #JioMeet 
Shameful for indian mobile network company https://t.co/AAKRicEXWy",airindia,negative,1.0,8.17,77.43,Negative,0.688295899772644,ensemble
3824,2020-07-01 08:37:34+00:00,FauzanFazl,1.27825e+18,1,1,,"@RealPilotsWife_ Really Sad News! I hope some of these Pilots, Cabin Crew get absorbed with @JetAirways as it's on the verge of revival. #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways",jetairways,positive,1.0,17.9756,79.6011,Negative,0.3538321861267089,ensemble
3971,2020-06-30 10:47:15+00:00,headsupcorp,1.27792e+18,1,1,"New Delhi, India","#SamacHR: AIASL Will Provide Jobs To Kin Of Employees Who Succumb To Coronavirus

Air India Airport Services Ltd (AIASL), to render jobs to a family member of employees who succumb to the coronavirus
.
.
.
.
Read more here:
https://t.co/DKTcN3zgh3

#AirIndia #Jobs #Coronavirus",airindia,negative,1.0,19.2502,73.1602,Neutral,0.397030234336853,ensemble
496,2020-07-28 10:17:19+00:00,KDSharm35174353,1.28806e+18,0,2,,#spicejet #cleartrip it's been more than 45 days.. when I will be getting my refund??,spicejet,negative,1.0,14.4667,78.8167,Negative,0.3404810070991516,ensemble
2877,2020-07-10 03:44:29+00:00,anu95180489,1.28143e+18,1,0,,@airindiain I didnot get my refund itâs almost four months over .customer care people is not picking the call if they pick them itâs a very long waiting after a long waiting they cut the phone I am very depressed now #AirIndia can you tell me when I will get my money,airindia,negative,1.0,31.3256,75.5792,Negative,0.6619789569854736,ensemble
1097,2020-07-23 14:26:25+00:00,IamNaveenKapoor,1.28631e+18,10,135,"New Delhi, India",No employee of #AirIndia will be laid off: Air India,airindia,negative,1.0,26.7855,79.015,Neutral,0.3181166768074036,ensemble
3379,2020-07-05 17:54:53+00:00,Zahida_Chitaley,1.27984e+18,0,0,"Hyderabad, India",@DGCAIndia @MoCA_GoI @AAI_Official @airindiain this is posted on the official website of #AirIndia . Please confirm if it's the official schedule that's going to begin as mentioned. #internationalflights #india #flightstoCANADA https://t.co/Pwf5Ikq3BJ,airindia,negative,0.7069,20.417,72.85,Neutral,0.5509280204772949,ensemble
5681,2020-06-16 22:13:57+00:00,rajeev_naga,1.27302e+18,0,0,,"@HardeepSPuri @Easwar_Uvaca @MoCA_GoI @AAI_Official @PIB_India @MIB_India After all this people still addressing these politicaians ""SIR""...  #hardipsinghpuri 
How much ever we guys beg these people they wait until #AirIndia makes enough money ð°.
They might laugh ð at us now. Soon or later every indian will laugh ð at #bjp in the next election.",airindia,negative,1.0,21.2167,81.4333,Negative,0.31658045053482053,ensemble
5923,2020-06-15 02:44:21+00:00,NC_Chronicle,1.27236e+18,0,0,"New Delhi, India",#AirIndia might grant NoC to official involved in alleged salary scam - https://t.co/xGaHCJ7LZb,airindia,neutral,0.6584,20.9,74.7833,Neutral,0.34750468969345094,ensemble
6574,2020-06-10 12:44:39+00:00,anjeecom,1.2707e+18,0,0,à¤­à¤¾à¤°à¤¤,"@IndiGo6E @IndiGo6E have not received any response from your side on this matter.
#indigoairlines",indigo,neutral,0.3474,15.48,73.83,Negative,0.4044694662094116,ensemble
585,2020-07-27 13:33:35+00:00,MuhaAfnan,1.28774e+18,0,0,,"@airindiain @MohammadHaamid Please add flights to Kuwait.. many are awaiting your response. 
From 3months we are waiting. 
Also KWT-IXE #AirIndia",airindia,negative,1.0,30.9083,75.8486,Neutral,0.4124729990959167,ensemble
2149,2020-07-15 17:43:16+00:00,Indian_atLarge,1.28346e+18,19,49,,"ððððð
Ravish kumar at his best on 
#AirIndia giving 5 years leave without pay. https://t.co/Hk6dKb0YZR",airindia,negative,1.0,20.9333,77.75,Positive,0.342875,ensemble
5473,2020-06-18 13:00:15+00:00,iqbalsingh7767,1.2736e+18,0,0,,@airindiain If you need any more info regarding international travel check out this video #HardeepSinghPuri #AirIndia #VBM #indiatocanada                                        https://t.co/KiTwOIScKZ,airindia,neutral,0.6904,30.9083,75.8486,Neutral,0.5541337609291076,ensemble
6454,2020-06-11 10:52:26+00:00,Avsafetyindia,1.27103e+18,0,0,,"Free Safety Management System Training for Aviation Personnel by Aviation Safety Management Society of India
https://t.co/EtVdGi2jm0
#MOCA #DGCA #AAI #BCAS #AERA #Airindia #Indigo #Spicejet #Vistara #Goair #Zoomair #Truejet #aviationnews #aircraft #pilot #businessaviation #flyAI",spicejet,negative,0.6799,8.5,76.8997,Neutral,0.5220408797264099,ensemble
2996,2020-07-08 14:09:00+00:00,moneycontrolcom,1.28087e+18,2,4,Mumbai,"@flyspicejet Chairman @AjaySingh_SG and UAE Ambassador Ahmed DR Albanna were on opposing sides during an industry webinar today. 

Was there a winner? @PRINCE0879 finds out | #SpiceJet #Aviation #AviationSector
https://t.co/mGYqPEGtJQ",spicejet,negative,0.6875,25.5744,91.8789,Neutral,0.4460848689079285,ensemble
3820,2020-07-01 08:41:36+00:00,FauzanFazl,1.27825e+18,1,1,,"@FindinLanguedoc Really Sad News! I hope some of these Pilots, Cabin Crew get absorbed with @JetAirways as it's on the verge of revival. #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways",jetairways,negative,1.0,28.8418,78.7568,Negative,0.3538321861267089,ensemble
6005,2020-06-14 10:50:47+00:00,FauzanFazl,1.27212e+18,1,1,,"@JetAirways also has short haul #Boeing737 Aircrafts, Pilots &amp; Cabin Crew to do repatriation flights to Singapore, UAE &amp; other Gulf countries #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways",jetairways,positive,1.0,28.7,77.2,Neutral,0.4740260124206543,ensemble
5460,2020-06-18 14:21:58+00:00,Siddhicards,1.27362e+18,0,0,"Vododara, India",https://t.co/ziWO5Udaeiâ¦ @flyspicejet @goibibo #fraud #travel #company #airline #SpiceJet please share this link and post your complaints in this group join this group to fight against this fraud @goibibo and @flyspicejet @AjaySingh_SG @GujaratTourism @timesofindia @aajtak https://t.co/qmm1GmdRWj,spicejet,neutral,0.6535,21.17,72.83,Negative,0.6107664351463318,ensemble
6375,2020-06-12 05:32:58+00:00,iamarnabray,1.27131e+18,0,0,,"@goibibo I received credit note from Indigo of Rs 4499/= is refunded and it is showing indigo website. This is the screen shot .
Please refund the pending amount asap.
#indigoairlines https://t.co/HuLG0ACEPm",indigo,positive,0.3634,8.17,77.43,Neutral,0.4020341634750366,ensemble
4918,2020-06-23 11:54:30+00:00,ankitu17,1.2754e+18,0,1,"Mumbai, India","Social distancing is being nicely followed at the Bombay airport but then inside the flight, we aren't leaving the middle seat empty. Doesn't that just nullify all the efforts being made at the airports?

#COVID19India #Vistara #lifeintimesofcorona #CoronaUpdatesInIndia",vistara,negative,1.0,28.99,77.7,Neutral,0.3134286403656006,ensemble
2596,2020-07-13 02:59:39+00:00,Kalingatv,1.28251e+18,0,11,"Odisha, India","Vande Bharat: Air India Announces 14 More Flights Between India, UK
#VandeBharatMission #AirIndia 
https://t.co/J6fw924qzh",airindia,negative,0.6765,23.3167,75.0667,Neutral,0.5368656277656555,ensemble
3455,2020-07-05 05:11:49+00:00,jainshubham2410,1.27964e+18,0,0,,"#ScamAlert #cleartrip #airindia 
no one is taking care of consumer these day....
they blocked our money for flights booking and now they don't have seats on required dates...
why customer have to suffer....
#bad #MoneyLaundering",airindia,neutral,1.0,16.3,80.45,Negative,0.8842493644714355,ensemble
1499,2020-07-20 13:08:31+00:00,mayankm94847123,1.2852e+18,0,4,Jaha zindagi le jaaye,"So after #AirIndia....Now #indigo  lay off their employees...

Ab to Private companies ke layoff kerne ka nanga naach shuru hoga",airindia,negative,0.6606,20.417,72.85,Negative,0.3002742648124695,ensemble
6117,2020-06-14 01:37:25+00:00,LiveFromALounge,1.27198e+18,1,1,instagram.com/livefromalounge,10 additional Air India flights from USA to India open for booking : https://t.co/PG4Mlrp0H8 #AirIndia #CoVid19 #RepatriationFlightsToIndia by Ajay https://t.co/vYmlqym909,airindia,positive,1.0,16.8667,74.5667,Neutral,0.5593186497688293,ensemble
5642,2020-06-17 07:36:36+00:00,FauzanFazl,1.27316e+18,2,2,,@IndiainToronto @jetairways2020 @apoorvasri @MEAIndia @MoCA_GoI @HardeepSPuri @airindiain @Ajaybis @HCI_Ottawa @DrSJaishankar @JetAirways has the capacity &amp; capability to do repatriation flights. Apart from #AirIndia only Jet Airways has long haul aircrafts #Boeing777 #Airbus330 Pilots &amp; CabinCrew to assist with these repatriation flights #JetAirways #9W #JetRevival #MakeJetFlyAgain #SaveJetAirways,airindia,neutral,0.6476,22.5411,88.3378,Neutral,0.3922642922401428,ensemble
457,2020-07-28 16:49:33+00:00,vijaysony1,1.28815e+18,0,0,"India, UAE","@airindiain @FlyWithIX @HardeepSPuri @cgidubai 
#airindia when booking is going to start for india to uae flights. your portal always shows ""sold out"". Kindly advice so that I can book the tickets pls",airindia,negative,1.0,20.9333,77.75,Negative,0.4206204056739807,ensemble
1407,2020-07-21 07:35:36+00:00,AirBuzZeD,1.28548e+18,0,1,India,"Ds is sad #IndiGo6E 2 lay off 10% of its workforce.Impacted emplys wl rcv atlst 3-months CTC as severance pay n Medical insurance 2 b extended till Dec 2020.Among other thngs,they'll also gt one-way cnfrmd ticket if they need 2 trvl bck 2 their hometown #aviation #aviationdaily",Unknown,negative,1.0,32.7333,74.85,Negative,0.5472770190238953,ensemble
5025,2020-06-22 17:37:00+00:00,PoojaSh96737231,1.27512e+18,0,1,,@airindiain Pls reply 19 : When are we suppose to receive our baggage of AI 191 Mumbai to EWR on 19 June ! Tried email and call but nobody replied ! Pls update on the same #airindia,airindia,negative,1.0,29.1489,75.7367,Negative,0.33154767751693726,ensemble
1926,2020-07-16 18:20:43+00:00,TheHansIndiaWeb,1.28383e+18,0,1,Hyderabad,Privatisation only option for Air India #AirIndia #Privatisation #NewDelhi https://t.co/qcQXj9pUDm,airindia,negative,1.0,12.3086,76.6531,Neutral,0.48663872480392456,ensemble
